name,slug,current_score,exact_7d,artist_7d,artist_facts,recording_mbids
WPKN 89.5 FM,wpkn,0.7863220134817253,2,4,"[{""key"":""7682d624-9e0b-45b2-b7d0-d1b18b3ebd05"",""name"":""Vieux Farka Touré"",""spinId"":3769798,""canonical"":true,""recording"":""12993fad-3ab8-4652-95f5-8a5f923eb482""},{""key"":""ff9542ca-7859-4db2-8796-c1e3c39b9c0a"",""name"":""Shuggie Otis"",""spinId"":3723980,""canonical"":true,""recording"":""22f5fd3d-cb39-4a2f-b655-11efbe27e313""},{""key"":""e01c3376-15fa-40d7-b747-5f219bdefdd7"",""name"":""Steely Dan"",""spinId"":3723630,""canonical"":true,""recording"":""3a5b020a-50c9-4f80-92ed-8b1b085386fc""},{""key"":""140bd83c-475b-4eb3-bf82-27ff4dc92abc"",""name"":""Arc De Soleil"",""spinId"":3767807,""canonical"":true,""recording"":""7d7ece90-f655-4fcb-9571-18b77d72f883""},{""key"":""140bd83c-475b-4eb3-bf82-27ff4dc92abc"",""name"":""Arc De Soleil"",""spinId"":3768948,""canonical"":true,""recording"":""95cf81c3-e8c1-4ead-b345-adb21c947f63""},{""key"":""5a2e9cd3-010a-4aae-9f83-629253284202"",""name"":""Sharon Van Etten"",""spinId"":3844359,""canonical"":true,""recording"":""a9772c6b-3463-426b-828a-368ebf72d3d0""}]","[""12993fad-3ab8-4652-95f5-8a5f923eb482"",""22f5fd3d-cb39-4a2f-b655-11efbe27e313"",""3a5b020a-50c9-4f80-92ed-8b1b085386fc"",""7d7ece90-f655-4fcb-9571-18b77d72f883"",""95cf81c3-e8c1-4ead-b345-adb21c947f63"",""a9772c6b-3463-426b-828a-368ebf72d3d0""]"
KXLU 88.9 FM,kxlu,0.7765453054415137,2,3,"[{""key"":""9df0c0ec-619e-447d-a155-23e19d9c84ce"",""name"":""Viagra Boys"",""spinId"":3676746,""canonical"":true,""recording"":""0c4fbde2-c1c8-45cd-9128-4838378026cf""},{""key"":""2869c510-2679-4a3f-bf15-e5e8b49f2f28"",""name"":""Slint"",""spinId"":3632905,""canonical"":true,""recording"":""2374665d-f3b0-488a-9eb8-930b3699b1a0""},{""key"":""aaae25bf-c794-45d7-bab7-cdc7c655bfa6"",""name"":""Broadcast"",""spinId"":3733939,""canonical"":true,""recording"":""321a88a9-5ced-4f25-a6d7-39d318a18555""},{""key"":""9b5ae4cc-15ae-4f0b-8a4e-8c44e42ba52a"",""name"":""La Luz"",""spinId"":3736022,""canonical"":true,""recording"":""3a7f7e46-cebc-411d-934b-560bf696c744""},{""key"":""cca40a67-e959-46f8-a3f3-8a3f77d2da9e"",""name"":""Russian Circles"",""spinId"":3684557,""canonical"":true,""recording"":""7530c9d1-b6fe-490c-893b-22c17a5132c1""}]","[""0c4fbde2-c1c8-45cd-9128-4838378026cf"",""2374665d-f3b0-488a-9eb8-930b3699b1a0"",""321a88a9-5ced-4f25-a6d7-39d318a18555"",""3a7f7e46-cebc-411d-934b-560bf696c744"",""7530c9d1-b6fe-490c-893b-22c17a5132c1""]"
Candelight,candelight,0.7454652252394278,1,4,"[{""key"":""1ac3366a-a0e9-4a55-8f6e-796fce32a3b2"",""name"":""The Righteous Brothers"",""spinId"":3746917,""canonical"":true,""recording"":""042271ac-9b44-486f-aea1-ba4b3eb20959""},{""key"":""toto"",""name"":""Toto"",""spinId"":3780981,""canonical"":false,""recording"":""1817a221-7af5-4532-9333-0f34ec240523""},{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3651503,""canonical"":true,""recording"":""6af2a2a3-49dc-4861-b3ff-1c64d7f1f0c4""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3753341,""canonical"":true,""recording"":""b5846154-d289-4dbc-b0ad-7110818e319d""},{""key"":""f46bd570-5768-462e-b84c-c7c993bbf47e"",""name"":""The Eagles"",""spinId"":3705152,""canonical"":true,""recording"":""d754538f-9a63-43cf-9d07-736d4062706e""}]","[""042271ac-9b44-486f-aea1-ba4b3eb20959"",""1817a221-7af5-4532-9333-0f34ec240523"",""6af2a2a3-49dc-4861-b3ff-1c64d7f1f0c4"",""b5846154-d289-4dbc-b0ad-7110818e319d"",""d754538f-9a63-43cf-9d07-736d4062706e""]"
"WTMD 89.7 Towson University, MD",wtmd-89-7-towson-university-md,0.7424304338947392,3,2,"[{""key"":""9df0c0ec-619e-447d-a155-23e19d9c84ce"",""name"":""Viagra Boys"",""spinId"":3749448,""canonical"":true,""recording"":""0489fc23-42c8-4937-a1db-a0b29fb14117""},{""key"":""c842d29f-a297-48cd-bb71-4f77fd672b16"",""name"":""T. Rex"",""spinId"":3798597,""canonical"":true,""recording"":""3f4550de-3960-4142-9ce9-2e3bd6ddfaee""},{""key"":""the walkmen"",""name"":""The Walkmen"",""spinId"":3819176,""canonical"":false,""recording"":""41d791a6-cb96-419a-b81a-a4de759e058b""},{""key"":""the walkmen"",""name"":""The Walkmen"",""spinId"":3819179,""canonical"":false,""recording"":""41d791a6-cb96-419a-b81a-a4de759e058b""},{""key"":""48b0b244-a822-4f79-9bde-14a88217fe57"",""name"":""The Lazy Eyes"",""spinId"":3654802,""canonical"":true,""recording"":""603fac86-8c1a-4bf4-a71c-1f5b98eadc6c""},{""key"":""slow pulp"",""name"":""Slow Pulp"",""spinId"":3811331,""canonical"":false,""recording"":""810d2896-2dce-4620-80e2-22f888fd1e3a""}]","[""0489fc23-42c8-4937-a1db-a0b29fb14117"",""3f4550de-3960-4142-9ce9-2e3bd6ddfaee"",""41d791a6-cb96-419a-b81a-a4de759e058b"",""603fac86-8c1a-4bf4-a71c-1f5b98eadc6c"",""810d2896-2dce-4620-80e2-22f888fd1e3a""]"
Le Bon Mix Radio 97.9,le-bon-mix-radio-97-9,0.7056528581332816,0,5,"[{""key"":""be809d9a-5841-4733-ad12-979ad6047a22"",""name"":""Surprise Chef"",""spinId"":3750330,""canonical"":true,""recording"":""3c1b2ada-e3d4-4459-8aa1-00b3f448c494""},{""key"":""e01c3376-15fa-40d7-b747-5f219bdefdd7"",""name"":""Steely Dan"",""spinId"":3648982,""canonical"":true,""recording"":""53e9485b-6d9e-4bc3-9608-d19eb69efe72""},{""key"":""8538e728-ca0b-4321-b7e5-cff6565dd4c0"",""name"":""Depeche Mode"",""spinId"":3650687,""canonical"":true,""recording"":""54cdc8e7-8c1e-431d-84d0-570be87c0a66""},{""key"":""4b585938-f271-45e2-b19a-91c634b5e396"",""name"":""Kate Bush"",""spinId"":3752732,""canonical"":true,""recording"":""54f6d93c-9e9e-4108-bdaa-56080241ef03""},{""key"":""8538e728-ca0b-4321-b7e5-cff6565dd4c0"",""name"":""Depeche Mode"",""spinId"":3790151,""canonical"":true,""recording"":""b4f4b5b7-a8e7-4c4a-ad81-5240e76b4216""}]","[""3c1b2ada-e3d4-4459-8aa1-00b3f448c494"",""53e9485b-6d9e-4bc3-9608-d19eb69efe72"",""54cdc8e7-8c1e-431d-84d0-570be87c0a66"",""54f6d93c-9e9e-4108-bdaa-56080241ef03"",""b4f4b5b7-a8e7-4c4a-ad81-5240e76b4216""]"
WMFO 91.5 FM,wmfo,0.6666766599850258,1,3,"[{""key"":""1ac3366a-a0e9-4a55-8f6e-796fce32a3b2"",""name"":""The Righteous Brothers"",""spinId"":3660409,""canonical"":true,""recording"":""0abe9894-dfba-4c44-9c31-bb2efd3b3d30""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3813616,""canonical"":true,""recording"":""15c2a904-27b9-49db-a3e4-4c122b728ad9""},{""key"":""4b585938-f271-45e2-b19a-91c634b5e396"",""name"":""Kate Bush"",""spinId"":3842032,""canonical"":true,""recording"":""56e2a7ef-d771-4a69-8f13-2ad381c58342""},{""key"":""69158f97-4c07-4c4e-baf8-4e4ab1ed666e"",""name"":""Boards of Canada"",""spinId"":3674922,""canonical"":true,""recording"":""5ce7e73e-07e8-43c2-b26b-f8cd4a02b135""}]","[""0abe9894-dfba-4c44-9c31-bb2efd3b3d30"",""15c2a904-27b9-49db-a3e4-4c122b728ad9"",""56e2a7ef-d771-4a69-8f13-2ad381c58342"",""5ce7e73e-07e8-43c2-b26b-f8cd4a02b135""]"
RadioActive,radioactive,0.6659061963495797,1,4,"[{""key"":""0bbbc496-c7b5-4b3f-bb6d-bd312827d6e5"",""name"":""Roy Orbison"",""spinId"":3768300,""canonical"":true,""recording"":""1eea99ee-0562-4571-a415-e9bac323d126""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3767341,""canonical"":true,""recording"":""20d5df24-5ed3-46e6-ad2e-55be4dc7c5a2""},{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3849741,""canonical"":true,""recording"":""24c6bd6e-1ea5-4228-b3c1-e86872d49278""},{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3849694,""canonical"":true,""recording"":""24c6bd6e-1ea5-4228-b3c1-e86872d49278""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3761832,""canonical"":true,""recording"":""399ed152-406c-4866-a9dd-4ab21bb635ff""},{""key"":""kokoroko"",""name"":""Kokoroko"",""spinId"":3711726,""canonical"":false,""recording"":""f091cf76-14fb-4e56-a79a-830f5257d7c5""}]","[""1eea99ee-0562-4571-a415-e9bac323d126"",""20d5df24-5ed3-46e6-ad2e-55be4dc7c5a2"",""24c6bd6e-1ea5-4228-b3c1-e86872d49278"",""399ed152-406c-4866-a9dd-4ab21bb635ff"",""f091cf76-14fb-4e56-a79a-830f5257d7c5""]"
KCRW — Eclectic 24,kcrw-eclectic24,0.6574109390364375,1,3,"[{""key"":""74963434-dcb6-4b14-98cc-99873b06db66"",""name"":""Future Islands"",""spinId"":3681202,""canonical"":true,""recording"":""08fa7bb3-2786-4f29-bb21-da61ba8fd8e5""},{""key"":""e01c3376-15fa-40d7-b747-5f219bdefdd7"",""name"":""Steely Dan"",""spinId"":3752044,""canonical"":true,""recording"":""2c4681ad-32a3-42c7-bfa4-f6efeedf9eb9""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3746602,""canonical"":true,""recording"":""38780c6b-d6bc-462b-989e-f38b023496c6""},{""key"":""11f570ff-44d9-4e9c-8812-e6d56103c5c1"",""name"":""Michael Kiwanuka"",""spinId"":3767839,""canonical"":true,""recording"":""ca348cb3-ebec-43cf-8894-91566b252c41""}]","[""08fa7bb3-2786-4f29-bb21-da61ba8fd8e5"",""2c4681ad-32a3-42c7-bfa4-f6efeedf9eb9"",""38780c6b-d6bc-462b-989e-f38b023496c6"",""ca348cb3-ebec-43cf-8894-91566b252c41""]"
- 1 A - Relax von 1A Radio,1-a-relax-von-1a-radio,0.6320610956175063,3,1,"[{""key"":""toto"",""name"":""Toto"",""spinId"":3803077,""canonical"":false,""recording"":""1817a221-7af5-4532-9333-0f34ec240523""},{""key"":""bananarama"",""name"":""Bananarama"",""spinId"":3801257,""canonical"":false,""recording"":""22b148be-02ac-4ab5-810d-c0b23dbb6132""},{""key"":""teddy swims"",""name"":""TEDDY SWIMS"",""spinId"":3775433,""canonical"":false,""recording"":""236c660c-ab9f-4d35-9659-aa47f256b1bf""},{""key"":""d922d727-240a-4432-9a88-05a7cf9bc403"",""name"":""Wings"",""spinId"":3840047,""canonical"":true,""recording"":""60878d1d-18b8-4218-a091-1a5727450e68""}]","[""1817a221-7af5-4532-9333-0f34ec240523"",""22b148be-02ac-4ab5-810d-c0b23dbb6132"",""236c660c-ab9f-4d35-9659-aa47f256b1bf"",""60878d1d-18b8-4218-a091-1a5727450e68""]"
BBC 6 Music,bbc-6music,0.5685107296223626,0,5,"[{""key"":""044fd265-79dd-43eb-afc4-8b20becf7e17"",""name"":""Thundercat"",""spinId"":3763463,""canonical"":true,""recording"":""0d2bd0e1-66bb-453c-bb76-7c130c2fbc6a""},{""key"":""40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27"",""name"":""The Smiths"",""spinId"":3801858,""canonical"":true,""recording"":""13ad09b5-737b-45ea-8498-a7a76f36ae70""},{""key"":""40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27"",""name"":""The Smiths"",""spinId"":3801780,""canonical"":true,""recording"":""273fe503-b371-4173-bc1b-1d194bc937b9""},{""key"":""584c04d2-4acc-491b-8a0a-e63133f4bfc4"",""name"":""Yeah Yeah Yeahs"",""spinId"":3665607,""canonical"":true,""recording"":""4c058854-001e-4cb3-9790-6154e5b5328e""},{""key"":""40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27"",""name"":""The Smiths"",""spinId"":3701278,""canonical"":true,""recording"":""dc6a629f-ba22-4b93-be5c-824cc27ce56b""}]","[""0d2bd0e1-66bb-453c-bb76-7c130c2fbc6a"",""13ad09b5-737b-45ea-8498-a7a76f36ae70"",""273fe503-b371-4173-bc1b-1d194bc937b9"",""4c058854-001e-4cb3-9790-6154e5b5328e"",""dc6a629f-ba22-4b93-be5c-824cc27ce56b""]"
Radio SAR - Studencka Agencja Radiowa,radio-sar-studencka-agencja-radiowa,0.5045025718758522,1,6,"[{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3833693,""canonical"":true,""recording"":""0a0323bd-aabe-4c65-9553-53afe396179a""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3833509,""canonical"":true,""recording"":""0a0323bd-aabe-4c65-9553-53afe396179a""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3724179,""canonical"":true,""recording"":""126c4867-f4d0-4aaa-ad77-7ebccf91e90a""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3654819,""canonical"":true,""recording"":""16df019b-8d17-4a16-9ea8-14e9608870c6""},{""key"":""83d91898-7763-47d7-b03b-b92132375c47"",""name"":""Pink Floyd"",""spinId"":3812978,""canonical"":true,""recording"":""2a422f2d-efc8-41b6-a873-396ca1a2c5ca""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3747319,""canonical"":true,""recording"":""313c52d3-bc7b-4dba-8cb4-c5ebe746e93a""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3747326,""canonical"":true,""recording"":""313c52d3-bc7b-4dba-8cb4-c5ebe746e93a""},{""key"":""lorn"",""name"":""LORN"",""spinId"":3633137,""canonical"":false,""recording"":""324ca42d-9ca4-4547-a3bc-e30f07e94d8f""},{""key"":""lorn"",""name"":""LORN"",""spinId"":3633073,""canonical"":false,""recording"":""324ca42d-9ca4-4547-a3bc-e30f07e94d8f""},{""key"":""lorn"",""name"":""LORN"",""spinId"":3709359,""canonical"":false,""recording"":""324ca42d-9ca4-4547-a3bc-e30f07e94d8f""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3736328,""canonical"":true,""recording"":""3324c693-28d8-46e9-9790-cbdfe12c48fe""}]","[""0a0323bd-aabe-4c65-9553-53afe396179a"",""126c4867-f4d0-4aaa-ad77-7ebccf91e90a"",""16df019b-8d17-4a16-9ea8-14e9608870c6"",""2a422f2d-efc8-41b6-a873-396ca1a2c5ca"",""313c52d3-bc7b-4dba-8cb4-c5ebe746e93a"",""324ca42d-9ca4-4547-a3bc-e30f07e94d8f"",""3324c693-28d8-46e9-9790-cbdfe12c48fe""]"
Nostalgie New York,nostalgie-new-york,0.4680640292818322,2,1,"[{""key"":""toto"",""name"":""Toto"",""spinId"":3823099,""canonical"":false,""recording"":""1817a221-7af5-4532-9333-0f34ec240523""},{""key"":""bananarama"",""name"":""Bananarama"",""spinId"":3713280,""canonical"":false,""recording"":""22b148be-02ac-4ab5-810d-c0b23dbb6132""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3850593,""canonical"":true,""recording"":""3d346819-1f90-4822-9a0f-97dd8f327535""}]","[""1817a221-7af5-4532-9333-0f34ec240523"",""22b148be-02ac-4ab5-810d-c0b23dbb6132"",""3d346819-1f90-4822-9a0f-97dd8f327535""]"
FIP Groove,fip-groove,0.42648303781379415,0,4,"[{""key"":""7d0e8067-10b9-4069-95dc-1110a0fbb877"",""name"":""Vulfpeck"",""spinId"":3793585,""canonical"":true,""recording"":""0b420e0e-7bb4-4280-b32d-1b35afea8216""},{""key"":""7d0e8067-10b9-4069-95dc-1110a0fbb877"",""name"":""Vulfpeck"",""spinId"":3755457,""canonical"":true,""recording"":""43c07023-2260-4341-8ab2-48e4c6f09efe""},{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3718863,""canonical"":true,""recording"":""65e8719e-0ebf-403f-ac21-bd9e61fcbef1""},{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3691745,""canonical"":true,""recording"":""ed011b9f-d37f-4da6-9c65-7700d7b0c26f""}]","[""0b420e0e-7bb4-4280-b32d-1b35afea8216"",""43c07023-2260-4341-8ab2-48e4c6f09efe"",""65e8719e-0ebf-403f-ac21-bd9e61fcbef1"",""ed011b9f-d37f-4da6-9c65-7700d7b0c26f""]"
WTBU 89.3 FM,wtbu,0.41237321070952837,0,2,"[{""key"":""8538e728-ca0b-4321-b7e5-cff6565dd4c0"",""name"":""Depeche Mode"",""spinId"":3794698,""canonical"":true,""recording"":""4f7522c7-e01f-419b-918e-83b281c2422d""},{""key"":""0bbbc496-c7b5-4b3f-bb6d-bd312827d6e5"",""name"":""Roy Orbison"",""spinId"":3803971,""canonical"":true,""recording"":""6c3bdf3c-f2a0-4826-a286-3ca4d897ee5c""}]","[""4f7522c7-e01f-419b-918e-83b281c2422d"",""6c3bdf3c-f2a0-4826-a286-3ca4d897ee5c""]"
WPRB 103.3 FM,wprb,0.40663587545633173,0,2,"[{""key"":""aaae25bf-c794-45d7-bab7-cdc7c655bfa6"",""name"":""Broadcast"",""spinId"":3757541,""canonical"":true,""recording"":""3efc3916-67f5-4dc2-9f2a-ab805d928541""},{""key"":""6a93cb2b-d33a-42fc-a41a-542e3a887ba6"",""name"":""The Voidz"",""spinId"":3674802,""canonical"":true,""recording"":""e3298189-8d37-498c-a626-52f5b1fa4d78""}]","[""3efc3916-67f5-4dc2-9f2a-ab805d928541"",""e3298189-8d37-498c-a626-52f5b1fa4d78""]"
All Oldies Channel,all-oldies-channel,0.40587917534074447,0,2,"[{""key"":""ad82dd72-0df3-4a09-8d7a-1af9c9e80522"",""name"":""Patsy Cline"",""spinId"":3685316,""canonical"":true,""recording"":""17b67b8b-936d-43e8-9864-3ef9ab95aa72""},{""key"":""57976431-1a5c-4968-a422-b92c5e9b0d4f"",""name"":""Glen Campbell"",""spinId"":3754438,""canonical"":true,""recording"":""1aa8c2b2-4f05-4e01-a032-83d01a8f6934""}]","[""17b67b8b-936d-43e8-9864-3ef9ab95aa72"",""1aa8c2b2-4f05-4e01-a032-83d01a8f6934""]"
WLUW 88.7 FM,wluw,0.3815296762621021,0,2,"[{""key"":""4173ee0d-e003-496a-98eb-a2eaa90cb3f7"",""name"":""Nilüfer Yanya"",""spinId"":3786393,""canonical"":true,""recording"":""9768733b-60f4-4928-b638-33fbb4d44f55""},{""key"":""9df0c0ec-619e-447d-a155-23e19d9c84ce"",""name"":""Viagra Boys"",""spinId"":3629921,""canonical"":true,""recording"":""bec481f2-66c9-4eff-a8e2-12fd0c7c58b9""}]","[""9768733b-60f4-4928-b638-33fbb4d44f55"",""bec481f2-66c9-4eff-a8e2-12fd0c7c58b9""]"
WHRB 95.3 FM,whrb,0.37837404137847197,0,4,"[{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3778464,""canonical"":true,""recording"":""09ee5754-990b-4a56-890d-a360ff6fd275""},{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3777457,""canonical"":true,""recording"":""2c30fa62-7567-48cf-816d-f5bc4b1ac7b4""},{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3779802,""canonical"":true,""recording"":""5e08e50e-e429-4754-8807-b54a903228e5""},{""key"":""4ba8a084-2772-400f-9738-6736895c965d"",""name"":""Chat Pile"",""spinId"":3672962,""canonical"":true,""recording"":""81ccf9cf-3a28-496c-80fc-b507374bdffa""}]","[""09ee5754-990b-4a56-890d-a360ff6fd275"",""2c30fa62-7567-48cf-816d-f5bc4b1ac7b4"",""5e08e50e-e429-4754-8807-b54a903228e5"",""81ccf9cf-3a28-496c-80fc-b507374bdffa""]"
CJSR 88.5 FM,cjsr,0.371392248750549,1,1,"[{""key"":""4ba8a084-2772-400f-9738-6736895c965d"",""name"":""Chat Pile"",""spinId"":3853969,""canonical"":true,""recording"":""ca6bee81-2fc0-499a-8105-8c8c45b1c092""},{""key"":""aaae25bf-c794-45d7-bab7-cdc7c655bfa6"",""name"":""Broadcast"",""spinId"":3836469,""canonical"":true,""recording"":""d50cc043-092b-43d3-a224-8ccf9d86b340""}]","[""ca6bee81-2fc0-499a-8105-8c8c45b1c092"",""d50cc043-092b-43d3-a224-8ccf9d86b340""]"
Traxx FM - Cool Jam,traxx-fm-cool-jam,0.3698275968148209,0,5,"[{""key"":""e01c3376-15fa-40d7-b747-5f219bdefdd7"",""name"":""Steely Dan"",""spinId"":3680600,""canonical"":true,""recording"":""04aef315-d4b1-49ca-9c4d-cb65175789f9""},{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3786360,""canonical"":true,""recording"":""0f4b7234-fc35-4a4d-bd99-8883eacc32ca""},{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3805665,""canonical"":true,""recording"":""1e47c899-2315-4b27-af68-bff837bad106""},{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3709759,""canonical"":true,""recording"":""431d88fc-677e-4dc0-b248-1e5dd9aa20a8""},{""key"":""1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"",""name"":""Stevie Wonder"",""spinId"":3649261,""canonical"":true,""recording"":""8ad83803-0e2a-4678-8a2d-19f6f42450ef""}]","[""04aef315-d4b1-49ca-9c4d-cb65175789f9"",""0f4b7234-fc35-4a4d-bd99-8883eacc32ca"",""1e47c899-2315-4b27-af68-bff837bad106"",""431d88fc-677e-4dc0-b248-1e5dd9aa20a8"",""8ad83803-0e2a-4678-8a2d-19f6f42450ef""]"
WICB 91.7 FM,wicb,0.36780847614863266,1,2,"[{""key"":""tv on the radio"",""name"":""TV On The Radio"",""spinId"":3679254,""canonical"":false,""recording"":""284d1921-9877-4cf0-8a2f-8a79694f1454""},{""key"":""83b9cbe7-9857-49e2-ab8e-b57b01038103"",""name"":""Pearl Jam"",""spinId"":3796989,""canonical"":true,""recording"":""3f639c3f-2006-40a4-95b7-3faa0c11e7f4""},{""key"":""83b9cbe7-9857-49e2-ab8e-b57b01038103"",""name"":""Pearl Jam"",""spinId"":3839204,""canonical"":true,""recording"":""93b79aa0-f23b-4f8c-96a5-5bf242d72362""}]","[""284d1921-9877-4cf0-8a2f-8a79694f1454"",""3f639c3f-2006-40a4-95b7-3faa0c11e7f4"",""93b79aa0-f23b-4f8c-96a5-5bf242d72362""]"
Radio Paradise World/ETC Mix 192k MP3,radio-paradise-world-etc-mix-192k-mp3,0.3590158257790752,1,1,"[{""key"":""7682d624-9e0b-45b2-b7d0-d1b18b3ebd05"",""name"":""Vieux Farka Touré"",""spinId"":3808624,""canonical"":true,""recording"":""3234d12c-45f8-42af-ab27-758734f3e330""},{""key"":""cd5799f6-e6cf-4322-a659-96f5de4a2f6c"",""name"":""Altın Gün"",""spinId"":3845586,""canonical"":true,""recording"":""f7eb33db-bc09-4835-8f43-9de33f508891""}]","[""3234d12c-45f8-42af-ab27-758734f3e330"",""f7eb33db-bc09-4835-8f43-9de33f508891""]"
KUTX 98.9 FM,kutx,0.339451049543001,0,3,"[{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3649619,""canonical"":true,""recording"":""0f848f29-0ba4-44c2-91b8-a9fd3a6e2220""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3813837,""canonical"":true,""recording"":""1142604f-ddf0-40bf-be91-6646ec39471b""},{""key"":""b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"",""name"":""The Beatles"",""spinId"":3813729,""canonical"":true,""recording"":""1142604f-ddf0-40bf-be91-6646ec39471b""},{""key"":""83d91898-7763-47d7-b03b-b92132375c47"",""name"":""Pink Floyd"",""spinId"":3858762,""canonical"":true,""recording"":""42382013-ac4f-4cd8-a954-047a633b4bb5""},{""key"":""83d91898-7763-47d7-b03b-b92132375c47"",""name"":""Pink Floyd"",""spinId"":3858777,""canonical"":true,""recording"":""42382013-ac4f-4cd8-a954-047a633b4bb5""}]","[""0f848f29-0ba4-44c2-91b8-a9fd3a6e2220"",""1142604f-ddf0-40bf-be91-6646ec39471b"",""42382013-ac4f-4cd8-a954-047a633b4bb5""]"
dinamo.fm sleep,dinamo-fm-sleep,0.2024051920167378,1,1,"[{""key"":""f271fb3e-a850-484a-8854-d335da7a713c"",""name"":""Ekin Fil"",""spinId"":3716036,""canonical"":true,""recording"":""a9944423-796a-4ed0-bde5-9b7d3d9bd441""},{""key"":""f271fb3e-a850-484a-8854-d335da7a713c"",""name"":""Ekin Fil"",""spinId"":3725407,""canonical"":true,""recording"":""bb7cb727-a68d-4abc-8e6a-f09c230b09cf""}]","[""a9944423-796a-4ed0-bde5-9b7d3d9bd441"",""bb7cb727-a68d-4abc-8e6a-f09c230b09cf""]"
SomaFM Black Rock FM (128k AAC Non-SSL),somafm-black-rock-fm-128k-aac-non-ssl,0.18878517595707556,1,0,"[{""key"":""2e222fce-02ae-4221-b1c6-3c3242b423b6"",""name"":""ODESZA"",""spinId"":3802446,""canonical"":true,""recording"":""0013498a-813e-426f-aec4-afb8aa98e83d""}]","[""0013498a-813e-426f-aec4-afb8aa98e83d""]"
